base	reading
朱雀大路	すざくおおじ
朱雀門	すざくもん
朴槿恵	パククネ
朴正煕	パクチョンヒ
朴泰俊	パクテジュン
朽木	くちき
杉浦日向子	すぎうらひなこ
杉田久女	すぎたひさじょ
杉田広美	すぎたひろみ
杉田玄白	すぎたげんぱく
李世賢	りせいけん
李克強	りこくきょう
李承晩	イスンマン
李明博	イミョンバク
李秀成	りしゅうせい
李続賓	りぞくひん
李綱	りこう
李開芳	りかいほう
李鴻章	りこうしょう
杏花村	きようかそん
村上鬼城	むらかみきじょう
村夫子	そんぷうし
村尾慎一	むらおしんいち
村山富市	むらやまとみいち
村田兆治	むらたちょうじ
条書	じょうしょ
来迎図	らいごうず
東久世通禧	ひがしくぜみちとみ
東夷伝	とういでん
東学党	とうがくとう
東洲斎写楽	とうしゅうさいしゃらく
東海道中膝栗毛	とうかいどうちゅうひざくりげ
東海道四谷怪談	とうかいどうよつやかいだん
東直子	ひがしなおこ
東筑摩郡	ひがしちくまぐん
東雲色	しののめいろ
東風	こち
杵築	きずき
杵築	きづき
松之	まつの
松井友閑	まついゆうかん
松任谷由実	まつとうやゆみ
松尾芭蕉	まつおばしょう
松岡正剛	まつおかせいごう
松崎	まつさき
松川	まつがわ
松平信康	まつだいらのぶやす
松平千秋	まつだいらちあき
松方弘樹	まつかたひろき
松方正義	まつかたまさよし
松木	まつのき
松本美知恵	まつもとみちえ
松永久秀	まつながひさひで
松永貞徳	まつながていとく
松瀬青々	まつせせいせい
松田聖子	まつだせいこ
松皮菱	まつかわびし
松花堂昭乗	しょうかどうしょうじょう
松葉杖	まつばづえ
松野千冬	まつのちふゆ
松風	まつかぜ
板垣退助	いたがきたいすけ
板草履	いたぞうり
板門店	パンムンジョム
林則徐	りんそくじょ
林子平	はやししへい
林明子	はやしあきこ
林紹璋	りんしょうしょう
林羅山	はやしらざん
林邑楽	りんゆうがく
林鳳祥	りんほうしょう
果樹園	かじゅえん
枝葉	しよう
枯山	からやま
枷場菜々子	はさばななこ
柄井川柳	からいせんりゅう
柄本	つかもと
染汁	そめしる
染浴衣	そめゆかた
柔手	にこで
柚木薫	ゆずきかおる
柳井俊二	やないしゅんじ
柳亭種彦	りゅうていたねひこ
柳宗悦	やなぎむねよし
柳樹	りゅうじゅ
柳父章	やなぶあきら
柳田國男	やなぎたくにお
柴田勝家	しばたかついえ
柴野栗山	しばのりつざん
柿本人麻呂	かきのもとのひとまろ
柿本人麿	かきのもとのひとまろ
栃原	とちばら
栄枯盛衰	えいこせいすい
栄花	えいぐわ
栄花物語	えいがものがたり
栗本慎一郎	くりもとしんいちろう
根元	こんげん
根本	ねもと
根本中堂	こんぽんちゅうどう
根津権現	ねづごんげん
根粒菌	こんりゅうきん
格子縞	こうしじま
格式	きやくしき
桂信子	かつらのぶこ
桂平	けいへい
桂離宮	かつらりきゅう
桃喰綺羅莉	ももばみきらり
桐壺帝	きりつぼてい
桐壺更衣	きりつぼのこうい
桐火桶	きりひおけ
桐生刹那	きりゅうせつな
桐生悠々	きりゅうゆうゆう
桑原武夫	くわばらたけお
桑田佳祐	くわたけいすけ
梁塵秘抄	りょうじんひしょう
梁発	りょうはつ
梁鴻志	りょうこうし
梧桐	ごとう
梵天	ぼんでん
梶井基次郎	かじいもとじろう
梶原	かぢはら
梶原景季	かじわらかげすえ
梶原景時	かじわらかげとき
梶山静六	かじやませいろく
棒杭	ぼうくい
棒杭	ぼうぐい
棟方志功	むなかたしこう
森喜朗	もりよしろう
森本美千代	もりもとみちよ
森林太郎	もりりんたろう
森浩一	もりこういち
森瑤子	もりようこ
森進一	もりしんいち
森鷗外	もりおうがい
植木等	うえきひとし
植物遺体	しょくぶついたい
植草朋樹	うえくさともき
椎本	しいがもと
検点	けんてん
検田使	けんでんし
検見	けみ
検非違使	けんびいし
椿山荘	ちんざんそう
楊尚昆	ようしょうこん
楊秀清	ようしゅうせい
楊輔清	ようほせい
楠木正成	くすのきまさしげ
楠木正行	くすのきまさつら
極熱	ごくねつ
楽所	がくしょ
榊原康政	さかきばらやすまさ
樊須	はんす
樋口一葉	ひぐちいちよう
横山秀夫	よこやまひでお
横恋慕	よこれんぼ
横田滋	よこたしげる
横道	ワウダウ
横須賀市	よこすかし
樹下美人図	じゅかびじんず
橋本真博	はしもとまさひろ
橋本龍太郎	はしもとりゅうたろう
橘三千代	たちばなのみちよ
橘守部	たちばなもりべ
橘成季	たちばなのなりすえ
橘直人	たちばななおと
橘諸兄	たちばなのもろえ
橘逸勢	たちばなのはやなり
橘道貞	たちばなのみちさだ
機織女	はたおりめ
橿原市	かしはらし
檀越	だんおつ
檀越	だんをち
檜物師	ひものし
檜舞台	ひのきぶたい
檳榔	びんろう
櫻井里美	さくらいさとみ
次郎	じらう
欽差大臣	きんさだいじん
歌会	かかい
歌学書	かがくしょ
歌物語	うたものがたり
歌道	かだう
正一位	しょういちい
正中	しょうちゅう
正二位	しょうにい
正倉院	しょうそういん
正命	しょうみょう
正字通	せいじつう
正定	しょうじょう
正岡子規	まさおかしき
正栄	まさひで
正業	しょうごう
正気	しょうき
正法眼蔵	しょうぼうげんぞう
正直	まさなお
正真正銘	しょうしんしょうめい
正精進	しょうしょうじん
正義	せいぎ
正色	せいしょく
正身	さうじみ
正道	しょうどう
正鵠	せいこく
此度	このたび
此所	ここ
此時	このとき
此瀬	このせ
此等	これら
此間	このあいだ
此間	このあひだ
此頃	このごろ
武城	ぶじょう
武士	もののふ
武島務	たけしまつとむ
武智	むち
武村正義	たけむらまさよし
武田久美子	たけだくみこ
武田信玄	たけだしんげん
武美	たけよし
武者	むしや
武者小路実篤	むしゃのこうじさねあつ
武蔵国	むさしのくに
武蔵坊	むさしぼう
武蔵坊弁慶	むさしぼうべんけい
武蔵府中	むさしふちゅう
武蔵陵墓地	むさしりょうぼち
歯齦炎	しぎんえん
歳差運動	さいさうんどう
歳月	としつき
歴史物語	れきしものがたり
死柄木弔	しがらきとむら
死海	しかい
死穢	しえ
殉教者	じゅんきょうしゃ
殉難者	じゅんなんしゃ
残賊	ざんぞく
殯宮	あらきのみや
段祺瑞	だんきずい
殷汝耕	いんじょこう
殿上	てんじやう
殿上人	てんじやうびと
母神	ははがみ
毎月抄	まいげつしょう
毒弊	どくへい
比叡山	ひえいさん
比嘉	ひが
比較	ひかう
毘沙門天	びしゃもんてん
毘沙門天王	びしゃもんてんのう
毛利小五郎	もうりこごろう
毛利輝元	もうりてるもと
毛沢東	もうたくとう
毛細管	もうさいかん
毬杖	ぎつちやう
氏子達磨	うじこだるま
民俗学	みんぞくがく
民数記	みんすうき
気取	きどり
気味	ぎみ
気質物	かたぎもの
気遣	きづかひ
水上勉	みずかみつとむ
水原秋櫻子	みずはらしゅうおうし
水天宮利生深川	すいてんぐうめぐみのふかがわ
水沫	みなわ
水蒸気	すいじょうき
水蛭子	ひるこ
水野信元	みずののぶもと
水野忠邦	みずのただくに
水野正夫	みずのまさお
水門	みなと
水閣	すいかく
水面	みなも
永久	とわ
永六輔	えいろくすけ
永明寺	ようめいじ
永楽通宝	えいらくつうほう
永積安明	ながづみやすあき
永近英良	ながちかひでよし
永遠	とわ
求不得苦	ぐふとくく
求婚者	きゅうこんしゃ
汝鳥	などり
江忠源	こうちゅうげん
江戸小紋	えどこもん
江戸川乱歩	えどがわらんぽ
江沢民	こうたくみん
池大雅	いけのたいが
池田恒興	いけだつねおき
池田正式	いけだまさのり
池禅尼	いけのぜんに
池辺三山	いけべさんざん
汪精衛	おうせいえい
決定	けつじょう
汽水域	きすいいき
沈鴻烈	しんこうれつ
沓下	くつした
沖辺	おきへ
沙弥満誓	さみまんぜい
沙汰人	さたにん
沙河	さか
沙羅	しゃら
沢木欣一	さわききんいち
沢村貞子	さわむらさだこ
沢田樹里	さわだじゅり
河内国	かわちのくに
河原乞食	かわらこじき
河原左大臣	かわらのさだいじん
河原院	かわらのいん
河合雅雄	かわいまさお
河竹黙阿弥	かわたけもくあみ
河野春男	こうのはるお
河野洋平	こうのようへい
治天	ちてん
治承	ちしょう
沼野充義	ぬまのみつよし
沼間守一	ぬまもりかず
法印	ほふいん
法句経	ほっくきょう
法吉鳥	ほほきどり
法寺項介	ほうじこうすけ
法師	ほふし
法成寺	ほうじょうじ
法数	ほっすう
法皇	ほふわう
法相	ほっそう
法相宗	ほっそうしゅう
法花	ほけ
法華	ほけ
法華堂	ほっけどう
法華宗	ほっけしゅう
法華経	ほけきょう
法華義疏	ほっけぎしょ
法輪寺	ほうりんじ
泡沫	うたかた
波多野義重	はたのよししげ
波平	なみひら
波斯匿	はしのく
波留麻和解	はるまわげ
泥濘	ぬかるみ
注進	ちゆうしん
泯滅	びんめつ
洒竹	しゃちく
洞庭湖	どうていこ
洞木	ほらき
洞穴	どうけつ
津々浦々	つつうらうら
津下	つげ
津田宗及	つだそうぎゅう
洩矢御沙薙	もりやみさなぎ
洪仁玕	こうじんかん
洪天貴福	こうてんきふく
洪秀全	こうしゅうぜん
活法	かっぽう
流布本	るふぼん
流水	りゆうすい
流沙	りゅうさ
浄土三部経	じょうどさんぶきょう
浄土真宗	じょうどしんしゅう
浅井長政	あざいながまさ
浅野長政	あさのながまさ
浅間山	あさまやま
浜北人	はまきたじん
浜口梧陵	はまぐちごりょう
浜松中納言	はままつちゅうなごん
浦上	うらがみ
浦上玉堂	うらがみぎょくどう
浦回	うらみ
浦島太郎	うらしまたろう
浪花女	なにわおんな
浪花節	なにわぶし
浮世床	うきよどこ
浮世草子	うきよぞうし
浮気性	うわきしょう
浮雲	ふうん
海人娘子	あまをとめ
海人少女	あまをとめ
海保青陵	かいほせいりょう
海南市	かいなんし
海国兵談	かいこくへいだん
海神	かいじん
海老名弾正	えびなだんじょう
海部	あまべ
海部俊樹	かいふとしき
涅槃会	ねはんえ
涅槃宗	ねはんしゅう
涅槃絵	ねはんえ
涓滴	けんてき
淡水湖	たんすいこ
淡海三船	おうみのみふね
淫売屋	いんばいや
深州	しんしゅう
清々	すがすが
清元節	きよもとぶし
清原元輔	きよはらのもとすけ
清州	せいしゅう
清水幾太郎	しみずいくたろう
清水観音	きよみずかんのん
清沢満之	きよざわまんし
清浄	しょうじょう
清涼	しょうりょう
清郷	せいごう
済勝	せいしょう
渡御	とぎよ
渡辺守綱	わたなべもりつな
渡辺崋山	わたなべかざん
渡辺直樹	わたなべなおき
渡辺綱	わたなべのつな
渡部建	わたべけん
渡部泰明	わたなべやすあき
渤海楽	ぼっかいがく
游雲	ゆううん
湘勇	しょうゆう
湘江	しょうこう
湘潭	しょうたん
湛増	たんぞう
湯殿山	ゆどのさん
湯浅誠	ゆあさまこと
湯走	ゆばしり
湿気	しけ
満干	みちひ
満濃池	まんのういけ
満身創痍	まんしんそうい
源俊頼	みなもとのとしより
源因	げんいん
源太	げんだ
源宗于	みなもとのむねゆき
源実朝	みなもとのさねとも
源平盛衰記	げんぺいじょうすいき
源平藤橘	げんぺいとうきつ
源為憲	みなもとのためのり
源経信	みなもとのつねのぶ
源義仲	みなもとのよしなか
源義朝	みなもとのよしとも
源義経	みなもとのよしつね
源義親	みなもとのよしちか
源融	みなもとのとおる
源道済	みなもとのみちなり
源順	みなもとのしたごう
源頼朝	みなもとのよりとも
源顕兼	みなもとのあきかね
溝口健二	みぞぐちけんじ
滄州	そうしゅう
滅満興漢	めつまんこうかん
滅道	めつどう
滋籐	しげどう
滑稽本	こっけいぼん
滝井孝作	たきいこうさく
滝川八尋	たきがわやひろ
滝川幸辰	たきがわゆきとき
滝昇	たきのぼる
滝沢馬琴	たきざわばきん
滝澤政道	たきざわせいどう
滝野純一	たきのじゅんいち
滹沱	こだ
漁史	ぎょし
漆園	しつえん
漢字御廃止之議	かんじおんはいしのぎ
漢文訓読	かんぶんくんどく
漢江	ハンガン
漣造	れんぞう
潑溂	はつらつ
潭州	たんしゅう
澤村田之助	さわむらたのすけ
激昂	げきこう
瀬呂範太	せろはんた
瀬川瑛子	せがわえいこ
瀬田宗次郎	せたそうじろう
火中	ほなか
火成岩	かせいがん
火迺要慎	ひのようじん
火造	ひづくり
灯影	ほかげ
灯心	とうしみ
炉心溶融	ろしんようゆう
炭化物	たんかぶつ
点竄術	てんざんじゅつ
為右衛門	ためえもん
為政者	いせいしゃ
為永春水	ためながしゅんすい
烟塵	えんじん
焚書坑儒	ふんしょこうじゅ
無一物	むいちもつ
無伴奏	むばんそう
無余涅槃	むよねはん
無双	ぶそう
無名抄	むみょうしょう
無執著	むしゅうじゃく
無塩	ぶえん
無学祖元	むがくそげん
無尽蔵	むじんぞう
無尽講	むじんこう
無常観	むじょうかん
無意識	むいしき
無所得	むしょとく
無益	むやく
無色	むしき
無色界	むしきかい
無苦	むく
無著	むぢゃく
無言歌集	むごんかしゅう
無言館	むごんかん
無量光院	むりょうこういん
無間	むけん
無限旋律	むげんせんりつ
無頓着	むとんちゃく
無駄口	むだくち
然燈	ねんとう
焼落	やきおとし
煉瓦色	れんがいろ
照見	しょうけん
熊向暉	ゆうこうき
熊女	くまおんな
熊沢蕃山	くまざわばんざん
熊谷直実	くまがいなおざね
熊野純彦	くまのすみひこ
熟田津	にきたつ
燕京	えんけい
燕居	えんきょ
燻製肉	くんせいにく
燼滅	じんめつ
爆豪勝己	ばくごうかつき
爬虫類	はちゅうるい
父親	てておや
爽快感	そうかいかん
爾今	じこん
片原鞘香	かたはらさやか
片手矢	かたてや
片桐且元	かたぎりかつもと
片言	へんげん
片趣	かたおもむき
牛健児	うしこでい
牛車	ぎつしや
牡馬	おすうま
牢籠	ろうろう
牧場	まきば
牧瀬里穂	まきせりほ
牧誓	まきちかい
物干場	ブッカンバ
物干竿	ものほしざお
物部刀自売	もののべのとじめ
物集高見	もずめたかみ
特許許可局	とっきょきょかきょく
牽強付会	けんきょうふかい
牽牛	けんぎゅう
犠牲	いけにえ
犠牲者	ぎせいしゃ
犬坂毛野	いぬさかけの
犬塚信乃	いぬづかしの
犬養毅	いぬかいつよし
狂惑	きゃうわく
狂狷	きょうけん
狂酔	きょうすい
狐貉	こかく
狩猟採集民	しゅりょうさいしゅうみん
狩野	かのう
狩野探幽	かのうたんゆう
独擅場	どくせんじょう
独楽	こまつぶり
独鈷	とつこ
独鈷	どつこ
狭田	さだ
狼藉	らうぜき
狼藉者	ろうぜきもの
猗猗	いい
猛禽類	もうきんるい
猜疑心	さいぎしん
猪熊	ゐのくま
猪野琢真	いのたくま
献堂式	けんどうしき
猿丸大夫	さるまるだゆう
猿女	さるめ
猿楽能	さるがくのう
獄守	ごくもり
獅子奮迅	ししふんじん
獅子心王	しししんおう
獅子王司	ししおうつかさ
獰猛	どうもう
玄々集	げんげんしゅう
玄医	げんい
玄慧	げんえ
玄端	げんたん
玄葉光一郎	げんばこういちろう
玄道	はるみち
玉代勢	たまよせ
玉光	たまひかる
玉城	タマシロ
玉手	たまて
玉手	たまで
玉松操	たままつみさお
玉泉	ぎよくせん
玉皇大帝	ぎょくこうたいてい
玉篇	ごくへん
玉虫厨子	たまむしのずし
王仁	わに
王先謙	おうせんけん
王氏	わうし
王舎城	おうしゃじょう
王莽	わうまう
王韜	おうとう
珈琲店	コーヒーてん
珍彦	うづひこ
班田収授法	はんでんしゅうじゅのほう
現代史	げんだいし
現代的	げんだいてき
球美	くみ
理由	わけ
琵琶	びは
琵琶法師	びわほうし
瑚璉	これん
瑞穂	みづほ
瓜江久生	うりえくき
瓶子	へいじ
甘蔗	かんしょ
甘露寺蜜璃	かんろじみつり
甚平	じんべえ
甚深	じんじん
生仏	しょうぶつ
生名	いくな
生員	せいいん
生埋	いきうめ
生大刀	いくたち
生弓矢	いくゆみや
生意気	なまいき
生成	きなり
生業	なりわい
生死	しょうじ
生物	いきもの
生玉子	なまたまご
生産者	せいさんしゃ
生田葵山	いくたきざん
生返事	なまへんじ
生食	なましょく
生駒山	いこまやま
産寧坂	さんねいざか
産屋敷耀哉	うぶやしきかがや
甥御	おいご
田上菊舎	たがみきくしゃ
田中丸望元	たなかまるもうがん
田中久重	たなかひさしげ
田中優子	たなかゆうこ
田中克彦	たなかかつひこ
田中将大	たなかまさひろ
田中明美	たなかあけみ
田中智学	たなかちがく
田中正造	たなかしょうぞう
田中角栄	たなかかくえい
田代平	たしろたい
田口八重子	たぐちやえこ
田家	でんか
田村玲子	たむられいこ
田沼意次	たぬまおきつぐ
田浦愛衣	たうらめい
田能村竹田	たのむらちくでん
田辺聖子	たなべせいこ
田辺誠	たなべまこと
田邊名来	たなべならい
田部	たべ
由々	ゆゆ
由利徹	ゆりとおる
由緒書	ゆいしょがき
甲子	かつし
甲所	カンドコ
甲斐	かひ
甲斐	がい
甲蔵	こうぞう
甲象	こうぞう
男信	なましな
男子	なんし
男衆	おとこし
男衾三郎絵巻	おぶすまさぶろうえまき
男餓鬼	をがき
町奉行	まちぶぎょう
畝傍山	うねびやま
異世界転生	いせかいてんせい
異母弟	いぼてい
異類婚姻譚	いるいこんいんたん
畳薦	たたみこも
當麻	とうま
疎略	そらく
疫病	えきびょう
疱瘡	ほうそう
疲労困憊	ひろうこんぱい
病草紙	やまいのそうし
瘧病	おこりやみ
癸亥年	みずのといのとし
発意	ほつい
発目明	はつめめい
発祥地	はっしょうち
白刃一閃	はくじんいっせん
白妙	しろたへ
白拍子	しらびやうし
白拍子	しらびょうし
白拍子	しらびようし
白楽天	はくらくてん
白水	しらみず
白河	しらかは
白石	しろいし
白石	はくせき
白砂	しらすな
白砂青松	はくしゃせいしょう
白縮緬	しろちりめん
白萩	しらはぎ
白蓮教	びゃくれんきょう
白蓮華	びゃくれんげ
白藤	はくとう
白金	しろがね
白銀	しろがね
白雲朧	しらくもおぼろ
白革	しらかわ
白駒	はくく
白鳥	しらとり
百々佑利子	ももゆりこ
百世	ひゃくせい
百代	ひゃくだい
百地丹波	ももちたんば
百姓	ひゃくせい
百工	ひゃくこう
百物	ひゃくぶつ
百重波	ももえなみ
百首和歌	ひゃくしゅわか
百首歌	ひゃくしゅうた
百骸九竅	ひやくがいきうけう
皆川淇園	みながわきえん
皆焼	ひたつら
皇侃	おうがん
皇后	くわうごう
皇国	みくに
皇大神宮	こうたいじんぐう
皇子	おうじ
皇子	わうじ
皇孫	すめみま
皇民化	こうみんか
皦如	きょうじょ
皮細工師	かわざいくし
皮金	かはがね
皿小鉢	さらこばち
盂蘭盆会	うらぼんえ
益子	ますこ
盛者必衰	じやうしやひつすい
盛者必衰	じょうしゃひっすい
盛饌	せいせん
監軍	かんぐん
盧武鉉	ノムヒョン
盧泰愚	ノテウ
盧溝橋	ろこうきょう
盧舎那仏	るしやなぶつ
目犍連	もくけんれん
目見	めみ
目鼻立	めはなだち
直下	じきげ
直刃	すぐは
直弟子	じきでし
直文	なおぶみ
直江兼続	なおえかねつぐ
相伝	さうでん
相国	しやうこく
相楽左之助	さがらさのすけ
相楽総三	さがらそうぞう
相模国	さがみのくに
相模太郎	サガミタロウ
相模湾	さがみわん
相続権	そうぞくけん
相転移	そうてんい
相馬御風	そうまぎょふう
相馬遷子	そうませんし
眉目	みめ
県令	けんれい
真中	まんなか
真之	さねゆき
真名井	まなゐ
真壁	まかべ
真戸呉緒	まどくれお
真朱	まそほ
真源寺	しんげんじ
真玉手	またまで
真田信繁	さなだのぶしげ
真田昌幸	さなだまさゆき
真菰草	まこもぐさ
真言宗	しんごんしゅう
真諦	しんだい
眼深	まぶか
睨合	にらみあい
瞽者	こしゃ
矢張	やはり
知囊	ちのう
知行米	ちぎょうまい
知足院	ちそくいん
矮屋	わいおく
石井研堂	いしいけんどう
石原慎太郎	いしはらしんたろう
石原莞爾	いしはらかんじ
石原裕次郎	いしはらゆうじろう
石川五右衛門	いしかわごえもん
石川数正	いしかわかずまさ
石川淳	いしかわじゅん
石椎	いしつつ
石橋辰之助	いしばしたつのすけ
石灯籠	いしどうろう
石燈篭	いしどうろう
石狩川	いしかりがわ
石田三成	いしだみつなり
石田梅岩	いしだばいがん
石田波郷	いしだはきょう
石神千空	いしがみせんくう
石見	いはみ
石見銀山	いわみぎんざん
砂藤力道	さとうりきどう
砲煙弾雨	ほうえんだんう
硝子戸	ガラスど
硝子板	ガラスいた
硝子窓	ガラスまど
硫黄島	いおうとう
硬骨漢	こうこつかん
硯友社	けんゆうしゃ
磨製石器	ませいせっき
示導動機	しどうどうき
礼紙	らいし
祇園	ぎをん
祇園祭	ぎおんまつり
祇園精舎	ぎおんしょうじゃ
祇園精舎	ぎをんしやうじや
祇女	ぎによ
祇樹	ぎじゅ
祈年祭	としごいのまつり
祈本里香	おりもとりか
祈禱室	きとうしつ
祖母	ばあ
祖父	じい
神世七代	かみよななよ
神人	じにん
神仏	かみほとけ
神代	かみよ
神代利世	かみしろりぜ
神功皇后	じんぐうこうごう
神勅	しんちょく
神名帳	じんみょうちょう
神呪	じんじゅ
神妙	しんべう
神婚説話	しんこんせつわ
神官	じんぐわん
神度剣	かむどのつるぎ
神御衣	かむみそ
神戸	かんべ
神武天皇	じんむてんのう
神沢	かんざわ
神田須田町	かんだすだちょう
神皇正統記	じんのうしょうとうき
神社	じんじや
神祇令	じんぎりょう
神統記	しんとうき
神護寺	じんごじ
神谷越路郎	かみやこしじろう
神通	じんづう
神通力	じんづうりき
神道五部書	しんとうごぶしょ
神風	しんぷう
禅林寺	ぜんりんじ
禍津日神	まがつひのかみ
福地源一郎	ふくちげんいちろう
福島小蕾	ふくしましょうらい
福島正則	ふくしままさのり
福沢諭吉	ふくざわゆきち
福田	ふくでん
福田康夫	ふくだやすお
福田赳夫	ふくだたけお
福祚	ふくそ
福音書	ふくいんしょ
禪院真依	ぜんいんまい
禪院真希	ぜんいんまき
秀歌	しうか
私奴婢	しぬひ
私家集	しかしゅう
私撰集	しせんしゅう
私物化	しぶつか
秋山之下氷壮夫	あきやまのしたひをとこ
秋江	しゅうこう
秋篠月清集	あきしのげっせいしゅう
秋萩帖	あきはぎじょう
秋骨	しゅうこつ
租借権	そしゃくけん
秦日綱	しんじつこう
称吉	しょうきち
称名寺	しょうみょうじ
稀咲鉄太	きさきてった
稀覯本	きこうぼん
稔彦	なるひこ
稗田阿礼	ひえだのあれ
稜威言別	いつのことわき
種々	くさぐさ
種子	たね
種実	しゅじつ
種村季弘	たねむらすえひろ
稲城	いなき
稲嶺恵一	いなみねけいいち
稲村三伯	いなむらさんぱく
稲生沢川	いのうざわがわ
稲生物怪録	いのうもののけろく
稲生若水	いのうじゃくすい
稲荷山	いなりやま
穂積八束	ほづみやつか
穴山信君	あなやまのぶただ
穴山梅雪	あなやまばいせつ
穴穂部皇子	あなほべのみこ
穴穂部間人皇女	あなほべのはしひとのひめみこ
究竟	くきょう
究竟	くつきやう
究竟涅槃	くきょうねはん
空也上人	くうやしょうにん
空仮中	くうげちゅう
空処	くうしょ
空咳	からぜき
空天	くうてん
空車	むなぐるま
突棒	つきぼう
突破口	とっぱこう
窓硝子	まどガラス
窘窮	きんきゅう
立川梨理華	たちかわりりか
立烏帽子	たてえぼし
立花	りっか
立飛	たちひ
童姿	わらわすがた
竪穴住居	たてあなじゅうきょ
端境期	はざかいき
端緒	たんちょ
競技会	きょうぎかい
競渡	きょうと
竹下登	たけしたのぼる
竹内	たけのうち
竹内力	たけうちりき
竹内式部	たけのうちしきぶ
竹取物語	たけとりものがたり
竹崎	たけさき
竹本義太夫	たけもとぎだゆう
竹柏	ちくはく
竹田	たけだ
竹田出雲	たけだいずも
竹盛天雄	たけもりてんゆう
竺仙	ちくせん
笛口雛実	ふえぐちひなみ
笠原十九司	かさはらとくし
笠女郎	かさのいらつめ
笠木	かさき
笠縫	かさぬい
笠縫	かさぬひ
笠縫村	かさぬいむら
笠野沙菜	かさのさな
第宅	ていたく
等間隔	とうかんかく
筑波山	つくばさん
筑波嶺	つくばね
筑紫	つくし
箇処	かしょ
箕作秋坪	みつくりしゅうへい
箕谷	みたに
算数	さんじゅ
管領	かんれい
箭田珠勝大兄皇子	やたのたまかつのおおえのみこ
節会	せちゑ
節用集	せつようしゅう
築地	ついじ
篠原幸紀	しのはらゆきのり
篠原鳳作	しのはらほうさく
籐椅子	とういす
籠手山駿河	こてやまするが
籠釣瓶花街酔醒	かごつるべさとのえいざめ
籩豆	へんとう
米原市	まいばらし
米林才子	よねばやしさいこ
米澤穂信	よねざわほのぶ
粉河寺縁起	こかわでらえんぎ
粉骨砕身	ふんこつさいしん
粘土板	ねんどばん
粛宗	スクチョン
粟津	あはづ
粟生	あはふ
粟畠	あわばたけ
精励恪勤	せいれいかっきん
精勤	しょうごん
精緻化	せいちか
糞掃衣	ふんぞうえ
糠味噌	ぬかみそ
糸井重里	いといしげさと
糸満市	いとまんし
紀伊国	きいのくに
紀元前	きげんぜん
紀元後	きげんご
紀女郎	きのいらつめ
紀時文	きのときぶみ
紀有常	きのありつね
紀貫之	きのつらゆき
紅梅殿	こうばいどの
紅殻	べんがら
紅生姜	べにしょうが
紅皿欠皿	べにざらかけざら
紅葉	もみぢば
紅蓮地獄	ぐれんじごく
紅龍	ホンロン
純一	じゅんいつ
紙背文書	しはいもんじょ
素人芸	しろうとげい
素姓	スジャウ
素性	すじょう
素性法師	そせいほうし
紡績織	ばうせきおり
紫宸殿	ししンでん
紫微中台	しびちゅうだい
紫文要領	しぶんようりょう
紫香楽宮	しがらきのみや
細密画	さいみつが
細川護熙	ほそかわもりひろ
細木	さいき
紺屋	こんや
紺色	こんいろ
絁畳	きぬだたみ
経世会	けいせいかい
経世済民	けいせいさいみん
経信	つねのぶ
経国集	けいこくしゅう
結城秀康	ゆうきひでやす
結婚式	けっこんしき
結構	けつこう
結解状	けちげじょう
絞首刑	こうしゅけい
給孤独園	ぎっこどくおん
統道真伝	とうどうしんでん
絵金	えきん
絹布	きぬぬの
絽縮緬	ろちりめん
継子	ままこ
続日本紀	しょくにほんぎ
続日本紀	しよくにほんぎ
続歌	つぎうた
綜芸種智院	しゅげいしゅちいん
維摩経	ゆいまきょう
維衡	これひら
綱常	つなつね
網羅的	もうらてき
網野善彦	あみのよしひこ
綸命	りんめい
綾垣	あやかき
綾小路	あやこうじ
綿縮	めんちぢみ
緋村剣心	ひむらけんしん
緋色	ひいろ
総制	そうせい
総奏	そうそう
総理衙門	そうりがもん
緑葉	りょくよう
緒方洪庵	おがたこうあん
緘口令	かんこうれい
縕袍	おんぽう
縞模様	しまもよう
縦横	たてよこ
織女	おりめ
織田信長	おだのぶなが
織田信雄	おだのぶかつ
繫縛	けばく
繹如	えきじょ
纂要	さんよう
罪人	つみびと
置土産	おきみやげ
置目	おきめ
羅大綱	らだいこう
羅沢南	らたくなん
羅睺羅	らごら
羅須地人協会	らすちじんきょうかい
美々	びび
美味	うま
美徳山	みとくさん
美楯	みたて
美濃国	みののくに
美濃部達吉	みのべたつきち
美目	びもく
美綴綾子	みつづりあやこ
羚羊	かもしか
群書類従	ぐんしょるいじゅう
群鳥	むらとり
義井沙里	よしいさり
義太郎	ぎたろう
義捐金	ぎえんきん
義材	よしき
義疏	ぎそ
義経千本桜	よしつねせんぼんざくら
義経記	ぎけいき
義親	ぎしん
羯磨	こんま
羽地	はねち
羽柴秀吉	はしばひでよし
羽柴秀長	はしばひでなが
羽田	はねだ
羽田孜	はたつとむ
羽織袴	はおりはかま
羽鳥千尋	はとりちひろ
翁媼	おうおん
翁長雄志	おながたけし
翕如	きゅうじょ
翰林院	かんりんいん
老人	らうじん
老者	ろうしゃ
考訂	こうてい
耐二	たいじ
耳梨山	みみなしやま
耳無草	みみなぐさ
耳目	じぼく
耳郎響香	じろうきょうか
耳飾	みみかざり
耳鼻	にび
耳鼻咽喉科	じびいんこうか
耶律堯骨	ヤリツギョウコツ
耶律阿保機	ヤリツアボギ
聖体拝領	せいたいはいりょう
聖務日課	せいむにっか
聖徳太子	しょうとくたいし
聖所	せいしょ
聖教	しょうぎょう
